Category,Message
ham,Your meeting is scheduled on 1970-05-05 at 15:50:07.
ham,Your appointment has been confirmed for 2015-01-08.
ham,"Hi, Shawn, please review the attached document."
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 1973-01-08 at 22:19:17.
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
spam,Claim your gift card and cashback reward immediately.
spam,Congratulations! You won ₹49502. Click here to claim.
ham,Your meeting is scheduled on 2010-06-03 at 02:45:20.
ham,Can we talk tomorrow regarding the project?
ham,Your appointment has been confirmed for 2000-11-17.
ham,Your meeting is scheduled on 1990-06-24 at 13:49:13.
ham,Please submit the assignment before 1976-02-22.
ham,Your meeting is scheduled on 1993-08-19 at 18:57:44.
ham,"Hi, Danny, please review the attached document."
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 1995-06-14 at 04:03:21.
spam,You have been selected for a free iPhone. Click now!
spam,Claim your gift card and cashback reward immediately.
ham,Your appointment has been confirmed for 1991-04-11.
ham,Your appointment has been confirmed for 2025-08-20.
ham,Thank you for your order #8837.
spam,Limited offer! Get 55% discount today only.
ham,Thank you for your order #9336.
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 1986-02-08 at 15:23:28.
ham,Your appointment has been confirmed for 1989-06-02.
ham,Your appointment has been confirmed for 2012-04-14.
ham,Your meeting is scheduled on 2000-02-15 at 07:20:01.
ham,Can we talk tomorrow regarding the project?
ham,Please submit the assignment before 2006-08-24.
spam,Claim your gift card and cashback reward immediately.
ham,Please submit the assignment before 1984-05-16.
ham,"Hi, Christina, please review the attached document."
ham,Your meeting is scheduled on 2024-06-13 at 19:43:50.
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 1986-04-17 at 15:29:01.
ham,"Hi, Anna, please review the attached document."
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
spam,You have been selected for a free iPhone. Click now!
ham,"Hi, Joshua, please review the attached document."
ham,Thank you for your order #3643.
ham,Thank you for your order #2464.
ham,Thank you for your order #7374.
ham,Your appointment has been confirmed for 2012-02-15.
ham,Your appointment has been confirmed for 2011-02-17.
ham,Can we talk tomorrow regarding the project?
ham,Thank you for your order #2719.
ham,Your meeting is scheduled on 1993-03-11 at 01:00:01.
ham,Your meeting is scheduled on 1979-07-16 at 12:12:18.
ham,Your meeting is scheduled on 2014-04-30 at 18:14:01.
ham,Your meeting is scheduled on 1977-08-20 at 09:55:55.
ham,Please submit the assignment before 1992-04-06.
spam,You have been selected for a free iPhone. Click now!
ham,Your appointment has been confirmed for 1985-12-18.
ham,Your appointment has been confirmed for 1995-06-11.
ham,Your appointment has been confirmed for 1993-12-25.
ham,"Hi, Kathleen, please review the attached document."
ham,Thank you for your order #2061.
ham,Thank you for your order #5063.
ham,Please submit the assignment before 2018-07-14.
ham,Thank you for your order #4558.
ham,Your meeting is scheduled on 1971-08-20 at 01:00:49.
ham,Your meeting is scheduled on 2023-05-07 at 09:33:10.
ham,"Hi, Clinton, please review the attached document."
spam,Congratulations! You won ₹36400. Click here to claim.
ham,Can we talk tomorrow regarding the project?
ham,"Hi, Keith, please review the attached document."
spam,You have been selected for a free iPhone. Click now!
ham,Your appointment has been confirmed for 1996-08-13.
ham,Thank you for your order #9971.
ham,Can we talk tomorrow regarding the project?
ham,Your appointment has been confirmed for 1970-10-06.
ham,Thank you for your order #2919.
ham,Thank you for your order #6516.
ham,Please submit the assignment before 1971-09-16.
ham,Can we talk tomorrow regarding the project?
ham,"Hi, Katherine, please review the attached document."
ham,Your meeting is scheduled on 2015-11-02 at 10:46:10.
ham,Your appointment has been confirmed for 2007-11-24.
ham,"Hi, Richard, please review the attached document."
ham,Can we talk tomorrow regarding the project?
spam,Congratulations! You won ₹91377. Click here to claim.
ham,Please submit the assignment before 2016-07-14.
ham,Thank you for your order #7038.
ham,Thank you for your order #3158.
ham,Your appointment has been confirmed for 1978-02-22.
ham,Please submit the assignment before 1970-11-08.
ham,Your appointment has been confirmed for 1987-09-03.
ham,"Hi, Adrian, please review the attached document."
ham,Your meeting is scheduled on 1999-05-30 at 15:20:33.
ham,Your appointment has been confirmed for 2005-12-19.
ham,"Hi, Anthony, please review the attached document."
ham,"Hi, Timothy, please review the attached document."
ham,Your meeting is scheduled on 1979-02-23 at 04:28:18.
spam,Claim your gift card and cashback reward immediately.
ham,Your meeting is scheduled on 2004-03-15 at 10:33:58.
ham,"Hi, Brenda, please review the attached document."
ham,Your appointment has been confirmed for 1994-12-07.
ham,Your meeting is scheduled on 2004-10-27 at 06:59:37.
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
spam,Earn money from home without investment. Register now!
ham,Thank you for your order #9450.
ham,Please submit the assignment before 1983-06-29.
ham,Your appointment has been confirmed for 2009-03-12.
ham,Your meeting is scheduled on 2013-02-21 at 21:11:16.
ham,Your meeting is scheduled on 1980-01-28 at 09:26:48.
ham,Your appointment has been confirmed for 1984-08-27.
ham,Your appointment has been confirmed for 2010-09-26.
spam,Claim your gift card and cashback reward immediately.
ham,Please submit the assignment before 2025-10-07.
spam,Claim your gift card and cashback reward immediately.
ham,Can we talk tomorrow regarding the project?
ham,Your appointment has been confirmed for 2013-06-07.
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 2009-02-18 at 12:17:56.
ham,Can we talk tomorrow regarding the project?
ham,"Hi, Melissa, please review the attached document."
ham,"Hi, Luis, please review the attached document."
ham,Your meeting is scheduled on 2018-04-12 at 07:58:00.
ham,Can we talk tomorrow regarding the project?
ham,Your appointment has been confirmed for 2021-02-21.
ham,Please submit the assignment before 2018-12-09.
ham,Your meeting is scheduled on 2000-06-21 at 20:27:08.
ham,Your appointment has been confirmed for 2006-08-17.
ham,Can we talk tomorrow regarding the project?
ham,Thank you for your order #4926.
ham,Thank you for your order #5281.
spam,Limited offer! Get 88% discount today only.
ham,Thank you for your order #3013.
ham,Can we talk tomorrow regarding the project?
ham,"Hi, Adam, please review the attached document."
ham,Your appointment has been confirmed for 1983-01-23.
spam,You have been selected for a free iPhone. Click now!
ham,Your meeting is scheduled on 2018-05-18 at 05:27:53.
ham,Thank you for your order #7921.
ham,Your meeting is scheduled on 1979-01-03 at 03:16:44.
ham,Your appointment has been confirmed for 1975-04-02.
ham,"Hi, David, please review the attached document."
ham,Your appointment has been confirmed for 2007-12-12.
ham,Thank you for your order #9645.
ham,"Hi, Michael, please review the attached document."
ham,Please submit the assignment before 2011-05-14.
ham,Your appointment has been confirmed for 2009-08-06.
ham,Your appointment has been confirmed for 2000-08-30.
ham,Can we talk tomorrow regarding the project?
ham,Please submit the assignment before 1980-07-09.
ham,"Hi, Michael, please review the attached document."
ham,Your appointment has been confirmed for 1999-01-11.
ham,"Hi, Pamela, please review the attached document."
ham,"Hi, Ricardo, please review the attached document."
ham,Please submit the assignment before 1972-10-24.
ham,Your meeting is scheduled on 2012-01-13 at 16:11:31.
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
ham,Please submit the assignment before 1982-07-02.
ham,"Hi, Michael, please review the attached document."
ham,"Hi, Mary, please review the attached document."
ham,Please submit the assignment before 1976-11-16.
ham,Please submit the assignment before 2009-09-06.
ham,"Hi, Beth, please review the attached document."
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 1991-05-26 at 07:46:30.
ham,Please submit the assignment before 1977-11-09.
ham,Can we talk tomorrow regarding the project?
ham,Your meeting is scheduled on 2003-06-11 at 10:24:32.
ham,Thank you for your order #7734.
ham,Your appointment has been confirmed for 1995-03-07.
spam,Limited offer! Get 73% discount today only.
ham,Your meeting is scheduled on 1997-05-30 at 18:46:53.
ham,Your appointment has been confirmed for 1987-11-05.
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
ham,Thank you for your order #9204.
ham,Please submit the assignment before 2020-04-01.
ham,Thank you for your order #2354.
ham,Your appointment has been confirmed for 2005-07-04.
ham,Your meeting is scheduled on 2001-10-13 at 23:08:58.
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
ham,Thank you for your order #9323.
ham,Can we talk tomorrow regarding the project?
ham,Can we talk tomorrow regarding the project?
ham,Thank you for your order #4572.
ham,Can we talk tomorrow regarding the project?
spam,Claim your gift card and cashback reward immediately.
spam,Limited offer! Get 69% discount today only.
ham,Please submit the assignment before 1997-04-25.
spam,Earn money from home without investment. Register now!
ham,"Hi, Norman, please review the attached document."
spam,Claim your gift card and cashback reward immediately.
ham,Your meeting is scheduled on 2016-08-13 at 20:18:55.
ham,Can we talk tomorrow regarding the project?
spam,Limited offer! Get 56% discount today only.
ham,Thank you for your order #9791.
ham,"Hi, Emily, please review the attached document."
ham,Can we talk tomorrow regarding the project?
ham,Please submit the assignment before 2010-08-28.
ham,Thank you for your order #6521.
ham,Please submit the assignment before 1977-02-10.
ham,"Hi, Mary, please review the attached document."
ham,Your appointment has been confirmed for 1994-04-19.
ham,Your appointment has been confirmed for 2019-06-17.
ham,"Hi, Robert, please review the attached document."
ham,Your meeting is scheduled on 2009-09-15 at 17:58:47.
spam,Earn money from home without investment. Register now!
ham,"Hi, Deanna, please review the attached document."
ham,Can we talk tomorrow regarding the project?
ham,Thank you for your order #1653.
ham,Thank you for your order #3350.
ham,Please submit the assignment before 1987-07-10.
ham,Your appointment has been confirmed for 2010-10-17.
ham,Your appointment has been confirmed for 1989-11-28.
ham,Thank you for your order #4927.
ham,"Hi, Joseph, please review the attached document."
ham,Can we talk tomorrow regarding the project?
spam,You have been selected for a free iPhone. Click now!
ham,Your meeting is scheduled on 2004-05-01 at 01:09:01.
ham,Your appointment has been confirmed for 1990-01-30.
ham,Please submit the assignment before 2006-08-26.
ham,Thank you for your order #7390.
ham,"Hi, Lori, please review the attached document."
ham,Please submit the assignment before 2024-04-05.
